price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
415000,3,1,1560,4500,1.5,3,7,1560,0,1903,98122,1660,4500
225000,3,1,1010,7633,1,4,6,1010,0,1961,98198,1190,8386
210000,3,1,1040,8970,1,4,6,1040,0,1961,98023,1040,8450
175000,3,1,1030,6600,1,3,7,1030,0,1954,98146,1220,9040
265000,3,1,1080,4930,1,3,6,1080,0,1950,98126,1100,5950
406000,3,1,960,5264,1,3,7,960,0,1953,98115,1140,5150
415000,3,1,1500,3399,2,5,7,1300,200,1926,98103,1360,3588
450000,3,1,1210,4000,1.5,3,7,1090,120,1928,98144,1210,4000
230000,3,1,1300,14000,1,4,7,1300,0,1958,98198,1390,8750
210000,3,1,1200,7500,1,3,6,1200,0,1905,98178,1010,7000
490000,3,1,1600,6380,1.5,3,7,1400,200,1939,98125,1760,6380
359950,3,1,1400,4980,1,3,6,950,450,1943,98133,990,4980
169575,3,1,1300,8284,1,3,7,1300,0,1968,98003,1360,7848
250000,3,1,1300,8284,1,3,7,1300,0,1968,98003,1360,7848
415000,3,1,1170,6700,1,3,8,1170,0,1957,98125,2410,7620
190000,3,1,910,10575,1,4,7,910,0,1968,98003,1470,10425
161500,3,1,1220,6000,1,5,7,1220,0,1961,98002,1420,13137
311000,3,1,1310,8370,1.5,3,7,1310,0,1962,98034,1310,8370
347500,3,1,1830,12036,1,3,7,1550,280,1977,98042,1810,12036
315500,3,1,1300,12600,1,4,7,1300,0,1969,98072,1480,13530
383000,3,1,1150,10196,1,4,7,1150,0,1957,98052,1410,8925
405000,3,1,1330,15678,1,3,7,900,430,1984,98074,1330,12696
326500,3,1,1810,12375,2,3,7,1810,0,1970,98072,1420,9357
320000,3,1,1330,9540,1,4,7,1330,0,1971,98077,1250,10350
223000,3,1,1030,9120,1,3,7,1030,0,1961,98032,1470,10220
438000,3,1,1200,4000,1.5,4,6,1200,0,1923,98144,1390,4000
385000,3,1,810,4600,1,3,6,810,0,1918,98144,1520,4800
283000,3,1,1740,5247,1,3,7,1270,470,1947,98168,1070,5636
230000,3,1,1530,389126,1.5,4,7,1530,0,1919,98022,1768,42148
172000,3,1,1350,9680,1,4,7,820,530,1959,98023,1320,9225
604000,3,1,1440,13824,1,4,7,1440,0,1957,98040,2540,12092
190000,3,1,1090,8520,1,3,7,1090,0,1967,98003,1190,8520
179500,3,1,1180,32214,1,3,7,1180,0,1952,98092,2300,13714
478000,3,1,1280,2580,1.5,3,8,1280,0,1910,98115,1410,3150
245000,3,1,910,6630,1,4,6,910,0,1912,98103,950,5100
145600,3,1,1170,7560,1,3,6,1170,0,1958,98058,1170,7560
576000,3,1,1140,5395,1,4,7,1010,130,1909,98115,1700,5376
478000,3,1,1440,7107,1,4,7,1000,440,1980,98052,1540,7140
282000,3,1,1670,5200,1,5,7,1030,640,1977,98042,1620,6696
249000,3,1,1110,8423,1,3,7,1110,0,1952,98166,1140,9083
210500,3,1,1220,9600,1,5,7,1220,0,1958,98001,1310,9600
180000,3,1,1960,9583,2,2,5,1960,0,1908,98056,1850,8324
311000,3,1,1640,12060,1,4,7,1640,0,1960,98059,1680,9147
240000,3,1,1470,7350,1,3,7,1470,0,1969,98032,1720,8050
160000,3,1,1200,8360,1,2,6,1200,0,1948,98118,1570,6823
479000,3,1,1370,3000,1.5,3,7,1370,0,1924,98103,1510,2151
700000,3,1,1410,7200,2,4,6,1410,0,1901,98144,1640,7200
123300,3,1,1150,8050,1.5,4,7,1150,0,1956,98032,1360,8050
225000,3,1,940,9272,1,3,7,940,0,1954,98148,1270,9375
265000,3,1,1400,9460,1,3,7,1060,340,1961,98168,1570,7700
329500,3,1,1080,5250,1,4,7,1080,0,1947,98133,1100,5250
464000,3,1,1320,3625,2,3,7,1320,0,1900,98122,1660,5438
310000,3,1,1210,7649,1,4,7,1210,0,1956,98155,1210,6760
196000,3,1,880,19600,1,4,7,880,0,1978,98023,880,10500
400000,3,1,1060,12000,1,3,7,1060,0,1952,98133,1550,10500
320000,3,1,1780,6840,2,4,6,1780,0,1947,98125,1410,7200
210000,3,1,1230,12201,1,3,7,1230,0,1969,98042,1230,10780
200450,3,1,970,9130,1,3,6,970,0,1957,98188,1000,8886
409500,3,1,1340,4120,1,4,7,1040,300,1921,98103,1270,4635
170000,3,1,1310,9529,1,3,7,1310,0,1956,98198,1330,9529
235000,3,1,1310,9529,1,3,7,1310,0,1956,98198,1330,9529
310000,3,1,990,7050,1,3,7,990,0,1967,98034,1200,8125
456500,3,1,1290,3880,1.5,4,7,1290,0,1919,98117,1290,4850
386900,3,1,1330,10500,1,3,7,960,370,1963,98034,1460,11550
479000,3,1,1340,13750,1,4,7,1340,0,1955,98006,1430,11400
427500,3,1,1350,7085,1,5,7,1350,0,1944,98125,1350,7085
203000,3,1,840,6500,1,5,6,840,0,1969,98042,920,4680
660000,3,1,1240,3500,1,4,7,1240,0,1927,98103,1650,3360
210000,3,1,1080,21043,1,3,6,1080,0,1942,98106,1380,7620
222000,3,1,990,8840,1,3,6,990,0,1966,98023,1120,8625
158800,3,1,960,8291,1,3,6,960,0,1950,98146,1110,8231
176500,3,1,930,9900,1.5,4,5,930,0,1910,98032,930,7200
250000,3,1,1480,6750,1,3,7,1480,0,1958,98146,1480,7594
415000,3,1,1360,73616,1,3,7,1360,0,1971,98072,2040,50965
389000,3,1,1380,6591,1,4,7,1380,0,1947,98133,1610,6594
210000,3,1,1030,4583,1,3,7,1030,0,1967,98198,1730,8023
234000,3,1,1750,8820,1,4,7,1750,0,1961,98032,1400,9600
551000,3,1,1580,6000,1,5,7,1580,0,1947,98027,1580,6000
308000,3,1,1640,18144,1.5,3,6,1640,0,1942,98168,1500,9065
625000,3,1,1020,7650,1,3,6,1020,0,1919,98033,1870,5500
256000,3,1,880,5375,1,4,5,880,0,1924,98055,980,4838
349950,3,1,1400,7066,1,3,8,1400,0,1957,98125,1400,7320
805500,3,1,1440,10330,1,4,7,1440,0,1952,98004,2080,10327
625000,3,1,1240,4080,1,3,7,1240,0,1925,98103,2060,4080
476500,3,1,1060,8625,2,4,7,1060,0,1962,98033,2010,8901
289000,3,1,1090,7315,1,5,6,1090,0,1981,98056,1090,5800
206000,3,1,1050,5233,1,5,5,1050,0,1906,98010,970,7500
553000,3,1,1330,5100,1,3,7,900,430,1942,98115,1500,5100
240000,3,1,1350,7560,1,4,7,950,400,1959,98032,1470,7560
340000,3,1,3180,27586,1,3,8,1400,1780,1969,98022,2180,27586
425000,3,1,1790,6000,1.5,2,8,1790,0,1937,98108,1060,4000
145000,3,1,1010,5490,1,3,6,1010,0,1954,98168,1740,10658
900000,3,1,1560,3825,1.5,3,8,1390,170,1930,98117,1700,5100
490000,3,1,960,5750,1,3,7,960,0,1951,98116,1520,5750
750000,3,1,1640,6516,1.5,4,7,1440,200,1935,98103,1770,4000
650000,3,1,1300,8266,1,4,7,1300,0,1953,98004,1300,8707
280000,3,1,1200,9322,1.5,4,7,1200,0,1954,98030,1540,9677
250000,3,1,1130,7800,1,3,7,1130,0,1952,98118,1170,7800
475500,3,1,1500,9416,1,4,8,1500,0,1952,98133,1440,7200
550000,3,1,1070,3713,1,4,6,1070,0,1917,98118,1290,3960
199000,3,1,1390,21262,1,3,7,1390,0,1958,98058,1560,10800
207500,3,1,1640,9750,1,3,7,1640,0,1968,98042,1200,9750
640000,3,1,1210,3720,2,4,8,1210,0,1930,98112,1560,6000
329500,3,1,1810,13068,1,4,7,1360,450,1941,98070,1400,13068
207000,3,1,1080,10200,1,4,7,1080,0,1962,98023,1230,10400
195000,3,1,1070,22489,1,3,7,1070,0,1967,98001,1880,20250
500000,3,1,1800,7200,1,3,7,1020,780,1964,98118,1740,5475
525000,3,1,1550,6840,1.5,3,7,1550,0,1918,98103,2370,4560
195000,3,1,1510,4350,1.5,5,6,1510,0,1913,98022,1210,5500
548500,3,1,1740,4400,1.5,3,7,1740,0,1924,98122,1720,4400
540000,3,1,1270,3840,1.5,3,7,1270,0,1926,98103,1270,4175
385000,3,1,1070,4000,1,4,7,1070,0,1971,98108,1090,4000
372220,3,1,1290,5500,1,3,7,980,310,1951,98136,1680,5000
307000,3,1,1150,6000,1.5,3,7,1150,0,1927,98045,1210,7700
435000,3,1,1050,5500,1,3,6,930,120,1920,98126,1410,5834
206000,3,1,970,9360,1,4,5,970,0,1942,98002,1050,11348
267000,3,1,1740,10875,1,4,7,1020,720,1962,98188,1470,8532
387500,3,1,1560,14333,1,4,7,1560,0,1953,98166,1640,14333
335000,3,1,1020,10200,1,4,7,1020,0,1954,98133,1170,8188
435000,3,1,950,10080,1,4,7,950,0,1954,98006,1060,10000
213500,3,1,1220,6000,1,4,7,1220,0,1968,98002,1420,6000
380000,3,1,920,3532,1,3,6,920,0,1910,98118,1250,4000
179950,3,1,1130,9907,1,3,7,1130,0,1954,98188,1320,9907
188200,3,1,1260,7265,1,4,7,1260,0,1954,98002,940,7200
385100,3,1,1060,8040,1,4,6,1060,0,1949,98125,1300,7620
201700,3,1,1010,9576,1,4,7,1010,0,1967,98001,1540,9576
240000,3,1,1270,12733,1,3,7,1270,0,1955,98188,1660,11536
250000,3,1,1050,6874,1,3,6,1050,0,1954,98133,1500,8954
211000,3,1,1410,47916,1,3,7,1410,0,1981,98019,1810,215622
205000,3,1,1130,7014,1,3,7,1130,0,1954,98168,1440,9350
200000,3,1,960,7500,1,3,6,960,0,1953,98178,1250,6000
149000,3,1,1700,8645,1,3,6,1700,0,1955,98146,1500,7980
284700,3,1,1700,8645,1,3,6,1700,0,1955,98146,1500,7980
160000,3,1,1350,8700,1.5,3,6,1350,0,1942,98188,1300,8700
255500,3,1,1350,8700,1.5,3,6,1350,0,1942,98188,1300,8700
225000,3,1,1000,9295,1,3,7,1000,0,1955,98146,1320,13500
300000,3,1,930,5160,1.5,5,6,930,0,1919,98106,1060,5160
210000,3,1,1240,4842,1,4,6,1240,0,1916,98118,1540,5110
120000,3,1,1260,7500,1,3,6,1260,0,1954,98198,1260,7500
408000,3,1,1380,7015,1.5,4,7,1380,0,1925,98117,1160,6700
410000,3,1,1470,6500,1,4,7,1470,0,1953,98166,1470,9300
216000,3,1,1010,7920,1,3,6,1010,0,1925,98126,1520,7560
390000,3,1,1010,7920,1,3,6,1010,0,1925,98126,1520,7560
215000,3,1,970,7275,1,4,7,970,0,1970,98031,1750,7200
265000,3,1,1122,6554,1.5,3,5,1122,0,1900,98118,1610,5650
335000,3,1,980,9903,1,4,7,980,0,1966,98028,1830,9903
210000,3,1,1520,8600,1,3,6,1040,480,1951,98168,1320,8600
304000,3,1,1280,8184,1.5,4,6,1280,0,1947,98155,1120,8184
265000,3,1,1000,9150,1,3,7,1000,0,1969,98059,1490,10647
218000,3,1,1140,7560,1,4,6,1140,0,1958,98058,1300,7560
355000,3,1,900,37800,1,4,5,700,200,1923,98034,1750,11998
354000,3,1,940,10368,1,3,7,940,0,1965,98052,2090,9620
291000,3,1,1280,10500,1.5,4,5,1280,0,1941,98024,1410,10500
314950,3,1,1590,8470,1,4,7,1140,450,1967,98058,1570,9375
525000,3,1,1640,6180,1,4,7,1640,0,1946,98118,1540,6180
339888,3,1,1040,7490,1,3,7,1040,0,1969,98034,1520,7410
299950,3,1,1030,9916,1,4,7,1030,0,1972,98034,1470,9044
228950,3,1,1120,6625,1,3,6,1120,0,1942,98168,1120,6794
212500,3,1,920,14400,1,4,7,920,0,1977,98001,1170,9600
875000,3,1,1220,8119,1,4,7,1220,0,1955,98039,1910,8119
940000,3,1,1220,8119,1,4,7,1220,0,1955,98039,1910,8119
555750,3,1,1060,4880,1,2,6,910,150,1913,98118,1200,4880
125000,3,1,920,7276,1,4,6,920,0,1961,98002,1120,7276
215000,3,1,1060,9954,1,4,7,1060,0,1960,98032,1620,8760
240000,3,1,1230,2353,1.5,4,6,1230,0,1925,98106,1280,1572
340000,3,1,1250,4800,1,4,7,1250,0,1951,98126,1404,4800
235000,3,1,1310,15022,1,3,7,1310,0,1934,98168,1530,13154
585000,3,1,1450,5378,1,3,7,1190,260,1939,98199,1810,5559
300000,3,1,1220,13000,1,4,7,1220,0,1955,98133,1510,12600
410000,3,1,1020,6903,1,3,7,1020,0,1951,98116,1440,6678
291500,3,1,880,9238,1.5,5,6,880,0,1946,98155,1170,9238
445000,3,1,1050,5664,1,4,7,910,140,1947,98115,1500,5664
210000,3,1,1000,5454,1,3,7,1000,0,1954,98133,1320,5250
593500,3,1,1370,4000,2,4,8,1370,0,1918,98105,1370,4000
394900,3,1,1430,13370,1,3,7,1430,0,1962,98034,1670,10075
178000,3,1,1100,5734,1,4,7,1100,0,1955,98030,1770,6050
215000,3,1,1610,7140,1,3,7,1080,530,1976,98031,1800,7600
192950,3,1,1170,3330,2,4,6,1170,0,1969,98092,1090,3330
326500,3,1,1060,7920,1,4,7,1060,0,1968,98106,1060,7457
219000,3,1,1250,8276,1.5,5,6,1250,0,1939,98022,1250,8792
330000,3,1,1850,5775,2,3,6,1740,110,1928,98108,1520,3578
325000,3,1,1410,8250,1,3,7,1410,0,1954,98177,1580,8250
316000,3,1,1130,7200,1.5,4,6,1130,0,1942,98133,1350,1358
430000,3,1,1740,4800,1,3,8,1740,0,1952,98118,1600,4800
250000,3,1,1060,52272,1,3,7,1060,0,1960,98030,1900,5971
402500,3,1,1290,4000,1.5,3,7,1290,0,1926,98118,1160,5040
281000,3,1,1340,21336,1.5,4,5,1340,0,1945,98032,1340,37703
242000,3,1,970,9600,1,3,7,970,0,1972,98045,1110,9600
191000,3,1,990,8255,1,3,7,990,0,1953,98148,1180,9750
221000,3,1,1250,7280,1,3,7,1250,0,1965,98001,1450,7350
359950,3,1,1290,189486,1,4,7,1290,0,1960,98092,2370,98881
167500,3,1,760,3090,1,2,5,760,0,1903,98118,1020,5356
501000,3,1,1160,4360,1,4,8,1160,0,1929,98105,1810,4360
551000,3,1,940,1948,1,5,6,940,0,1900,98107,1700,5000
796000,3,1,1980,3243,1.5,3,8,1980,0,1912,98102,1380,1249
565000,3,1,1610,4108,1.5,5,7,1610,0,1928,98126,1680,4467
299950,3,1,1410,81021,1,3,7,1410,0,1949,98058,2000,81021
475000,3,1,1600,7161,1,3,8,1600,0,1953,98118,1760,8280
819000,3,1,1300,3600,2,3,7,1300,0,1900,98119,2510,4800
476500,3,1,1200,6120,1,4,7,950,250,1945,98115,1550,6120
490000,3,1,1910,8190,1,4,7,1010,900,1946,98117,1600,5042
370000,3,1,1320,7341,1,3,7,1320,0,1982,98155,1160,7573
390000,3,1,1240,11108,1,4,7,1240,0,1952,98166,2220,16533
197500,3,1,980,3090,1.5,3,6,980,0,1903,98118,980,3090
355000,3,1,1600,5001,1.5,5,6,1080,520,1930,98125,1340,5001
400000,3,1,1690,6658,1,3,7,1690,0,1942,98133,1080,5925
294000,3,1,1250,9427,1,3,6,1250,0,1931,98034,1590,8250
474000,3,1,1140,4560,1,4,6,770,370,1944,98117,1340,3980
150000,3,1,1320,24684,1,3,7,1320,0,1979,98168,1120,21214
400000,3,1,1350,3090,1.5,5,6,1350,0,1914,98103,1350,3090
535000,3,1,1290,6859,1,4,7,1290,0,1941,98136,1560,6369
260000,3,1,1200,6615,1,4,7,1200,0,1954,98106,1230,6615
265000,3,1,1360,5967,1,3,6,1360,0,1954,98178,1360,6052
603000,3,1,1790,5250,1,3,7,1400,390,1943,98105,1790,5250
221000,3,1,1240,5250,1.5,4,6,1240,0,1904,98055,1240,5250
197500,3,1,1330,5412,2,5,7,1330,0,1905,98022,1710,10825
203000,3,1,1150,7156,1,4,6,1150,0,1953,98168,1210,7156
140000,3,1,1240,8000,1,4,6,1040,200,1954,98198,1240,8000
500000,3,1,1150,5100,2,3,8,1150,0,1911,98136,1440,5100
690000,3,1,1090,4000,1.5,4,7,1090,0,1945,98117,1520,4000
345000,3,1,1120,10176,1,3,6,920,200,1905,98118,1350,7500
263000,3,1,1250,7560,1,3,6,1250,0,1959,98058,1270,7615
240000,3,1,1030,15264,1,4,7,1030,0,1962,98056,1430,14840
650000,3,1,1410,4840,1,4,6,1230,180,1942,98033,1410,5400
403000,3,1,1400,6879,1,3,7,1400,0,1951,98155,1950,7400
280000,3,1,1020,8400,1,4,7,1020,0,1957,98056,1690,8030
238000,3,1,1470,32670,1,3,7,1020,450,1958,98042,2640,24100
425000,3,1,1180,3750,1,3,6,1030,150,1940,98116,1280,3750
302000,3,1,1600,1950,2,2,7,1600,0,1906,98122,1310,1138
405000,3,1,1250,7280,1,3,7,1250,0,1975,98052,1690,7280
570000,3,1,1030,4089,1.5,3,7,1030,0,1927,98116,1440,4917
173250,3,1,990,12696,1.5,3,7,990,0,1936,98168,1260,8937
333000,3,1,950,5214,1,3,7,830,120,1944,98126,1490,7636
572500,3,1,1590,4600,1.5,4,7,1290,300,1926,98117,1770,4350
420000,3,1,1060,6000,1,3,8,1060,0,1954,98118,1240,7874
190000,3,1,1180,8775,1,3,7,1180,0,1966,98002,1300,8100
280000,3,1,1160,10881,1,2,7,920,240,1983,98074,1280,10843
220000,3,1,1050,6300,1,3,6,1050,0,1942,98146,740,6300
310000,3,1,1050,9876,1,3,7,1050,0,1953,98028,1760,9403
196900,3,1,1270,7500,1,3,6,1270,0,1954,98198,1250,8000
716100,3,1,1640,4000,1.5,5,7,1640,0,1909,98103,2140,4000
937500,3,1,1320,8500,1,4,7,1320,0,1954,98039,2790,10800
369950,3,1,1110,7603,1,3,7,1110,0,1967,98034,1260,8094
227500,3,1,1540,9450,1,4,7,1540,0,1960,98198,1210,9450
224975,3,1,960,12745,1,4,6,960,0,1977,98038,1160,10488
285000,3,1,1440,4268,1,3,7,1040,400,1953,98108,1370,4268
215000,3,1,1260,7897,1,3,7,1260,0,1979,98022,1560,8285
550000,3,1,1600,5000,1.5,3,7,1110,490,1947,98107,1380,5000
219000,3,1,970,7790,1,3,6,970,0,1967,98003,1150,8160
186000,3,1,1200,10080,1,4,7,1200,0,1969,98042,1230,9800
245000,3,1,1010,9678,1,5,7,1010,0,1955,98188,1010,9375
225000,3,1,900,6099,1,3,6,790,110,1944,98168,1240,6099
210000,3,1,1660,7440,1,3,7,1270,390,1957,98106,1540,7440
147200,3,1,1420,9600,1,4,6,1420,0,1954,98188,1400,8415
476900,3,1,1240,5758,1.5,4,6,960,280,1910,98116,1460,5750
567500,3,1,1440,3060,1.5,4,7,1440,0,1910,98115,1440,3570
365000,3,1,1090,6435,1,4,7,1090,0,1955,98106,1340,6435
325000,3,1,1600,7500,1,3,7,1600,0,1966,98034,2050,7200
226550,3,1,990,4440,1,3,6,990,0,1943,98106,990,6771
219950,3,1,1300,9620,1,3,7,1300,0,1971,98003,1420,9620
195000,3,1,1070,7615,1,4,7,1070,0,1969,98023,1240,6906
740000,3,1,1230,6380,1.5,3,7,1230,0,1927,98115,1250,6380
267000,3,1,1400,8100,1.5,3,6,1400,0,1944,98125,1420,8100
215000,3,1,1150,7560,1,4,6,1150,0,1958,98058,1230,7560
235000,3,1,1050,7670,1.5,5,7,1050,0,1955,98022,1220,7670
169000,3,1,910,7686,1,3,7,910,0,1969,98001,1020,7686
475000,3,1,1270,4268,1,3,7,1270,0,1921,98117,1310,4080
169000,3,1,890,7110,1,3,6,890,0,1957,98178,1100,8375
630000,3,1,1360,13000,1,5,6,1360,0,1945,98010,1890,19650
195000,3,1,1310,9554,1,3,7,960,350,1962,98001,1310,9845
299000,3,1,1520,8320,1,3,6,1520,0,1953,98133,1500,8320
383000,3,1,1800,5612,1,4,7,1200,600,1942,98126,1450,5250
199999,3,1,960,10815,1,5,5,960,0,1900,98010,1330,10815
610000,3,1,1000,4959,1,3,8,1000,0,1945,98105,2240,4959
205000,3,1,1050,8498,1,3,7,1050,0,1958,98031,1340,8498
658000,3,1,1290,12005,1,4,7,1290,0,1966,98033,1930,8000
600000,3,1,1040,5000,1.5,3,7,1040,0,1912,98107,1440,4400
199990,3,1,840,5200,1,3,6,840,0,1969,98042,870,5200
495000,3,1,1570,5510,1,4,7,1070,500,1940,98115,1770,6380
350000,3,1,1300,10236,1,4,6,1300,0,1971,98045,1380,11325
294950,3,1,1240,8840,1,3,6,1240,0,1952,98125,1250,8840
375000,3,1,1960,7955,1,4,7,1260,700,1963,98177,1850,8219
279000,3,1,1320,5750,1.5,3,7,1320,0,1913,98108,1010,5700
320000,3,1,1190,4120,1,3,6,1190,0,1929,98118,1360,4635
404000,3,1,1420,8160,1,3,7,970,450,1947,98125,1340,8160
220000,3,1,1060,9126,1,5,7,1060,0,1956,98022,1300,9126
179000,3,1,920,5200,1,4,6,920,0,1969,98042,920,5200
200000,3,1,1010,8108,1,3,7,1010,0,1955,98155,1110,8108
232000,3,1,840,6540,1,3,6,840,0,1970,98042,1010,6600
342000,3,1,1260,6826,1,3,6,720,540,1944,98125,1300,6826
340000,3,1,670,23522,1,4,6,670,0,1968,98024,1880,20270
250000,3,1,990,8062,1,4,7,990,0,1960,98198,1420,8790
259950,3,1,1460,5825,1,5,5,1260,200,1942,98056,1150,5926
299950,3,1,1580,5250,1,5,7,1580,0,1954,98056,1180,5940
347000,3,1,1270,8400,1,3,7,1270,0,1955,98011,1390,8400
450000,3,1,1100,4600,1,3,7,1100,0,1917,98116,1200,5175
325000,3,1,1050,9083,1,3,7,1050,0,1951,98155,1440,9071
280000,3,1,1260,7660,1,3,6,1260,0,1947,98133,1990,7861
280000,3,1,1350,7553,1.5,3,6,1350,0,1914,98118,1380,7470
322500,3,1,1160,9750,1,3,7,1160,0,1968,98077,1160,10565
140000,3,1,1000,10560,1,3,7,1000,0,1955,98003,1190,9375
309000,3,1,1300,7200,1,4,7,1300,0,1952,98146,1740,7100
285000,3,1,1160,7875,1,3,7,1160,0,1953,98125,1600,7875
119500,3,1,1170,11000,1,2,6,1170,0,1980,98019,1590,10894
681000,3,1,1700,6356,1.5,3,7,1700,0,1907,98118,2080,6000
227000,3,1,1280,7198,1,5,6,1280,0,1916,98022,1260,7198
241500,3,1,1400,10425,1,4,7,1400,0,1968,98003,1440,10425
227500,3,1,1150,8848,1,3,7,1150,0,1968,98042,1220,9576
422000,3,1,1160,7854,1,3,7,1160,0,1960,98125,1300,8317
270000,3,1,1130,7920,1,3,7,1130,0,1961,98059,1390,8580
335000,3,1,950,8000,1,3,7,950,0,1968,98034,2270,8540
318000,3,1,1010,7200,1,5,6,1010,0,1948,98155,1590,7663
343000,3,1,1400,5662,1.5,5,5,1400,0,1920,98027,1250,14375
352500,3,1,1000,4171,1,3,7,1000,0,1985,98052,1090,3479
350000,3,1,1080,7000,1,4,6,1080,0,1916,98133,1410,7214
152000,3,1,902,10464,1,3,7,902,0,1965,98198,1510,7210
329000,3,1,900,9600,1,4,7,900,0,1970,98072,1220,8240
203000,3,1,920,7500,1,4,7,920,0,1970,98032,1660,8000
1.00E+06,3,1,1540,24500,1.5,3,7,1540,0,1949,98125,1540,7250
96500,3,1,840,12091,1,3,6,840,0,1959,98023,840,9324
185000,3,1,840,12091,1,3,6,840,0,1959,98023,840,9324
225000,3,1,1340,4800,1.5,4,5,1340,0,1903,98055,1240,4800
350000,3,1,1180,7455,1,4,7,1180,0,1964,98034,1450,8154
172000,3,1,970,4700,1,4,6,720,250,1943,98106,1560,4600
219900,3,1,910,6000,1,2,6,910,0,1956,98146,1090,6957
641200,3,1,1060,9123,1,3,7,1060,0,1952,98004,1620,9121
370000,3,1,800,2296,1,4,6,800,0,1908,98103,1480,1472
89000,3,1,900,4750,1,4,6,900,0,1969,98023,900,3404
345000,3,1,1140,4200,2,4,7,1140,0,1904,98144,1510,4000
241000,3,1,880,6050,1,3,6,880,0,1945,98178,1130,6050
230000,3,1,680,2400,1,4,6,680,0,1903,98144,1470,3600
234900,3,1,1250,8000,1,3,7,1250,0,1956,98146,1040,6973
350000,3,1,1190,3600,1.5,3,6,1190,0,1904,98144,1680,3600
209900,3,1,1030,60720,1.5,3,5,1030,0,1912,98042,1330,10342
230000,3,1,1140,9639,1,4,7,1140,0,1967,98001,1140,9639
235000,3,1,1330,45738,2,2,6,1330,0,1967,98058,1490,24000
261000,3,1,1780,7800,1,3,7,1060,720,1957,98178,1450,7800
225000,3,1,1010,15701,1,4,7,1010,0,1949,98188,1260,9800
354000,3,1,990,7590,1,3,6,990,0,1959,98008,1100,7590
300000,3,1,970,12300,1,3,7,970,0,1982,98028,2040,9994
340000,3,1,1450,9586,2,3,7,1450,0,1950,98155,1500,8592
300000,3,1,1490,7200,1,3,7,1490,0,1954,98125,1280,7200
150000,3,1,820,7680,1.5,3,6,820,0,1910,98106,1470,6912
270000,3,1,1480,7374,1,3,6,760,720,1954,98133,1480,8934
248000,3,1,950,9400,1,4,7,950,0,1954,98006,1260,9400
228000,3,1,1000,16376,1,3,7,1000,0,1959,98059,1420,16192
150000,3,1,890,6488,1.5,3,5,890,0,1928,98014,1330,16250
229900,3,1,1010,8848,1,4,7,1010,0,1968,98003,1380,10650
302000,3,1,1110,7000,1.5,4,7,1110,0,1955,98133,1800,7000
345000,3,1,1390,2640,1.5,3,7,1230,160,1903,98122,1780,3920
517500,3,1,1190,7000,1,3,7,1190,0,1943,98199,1350,7000
337500,3,1,1020,6000,1.5,3,7,1020,0,1900,98108,1240,6000
510500,3,1,1270,8000,1,4,7,1270,0,1957,98007,1470,8000
650000,3,1,920,6750,1,4,7,920,0,1951,98004,1460,8933
197000,3,1,1090,17630,1,4,7,1090,0,1962,98002,1300,12000
335000,3,1,1380,7470,1,5,7,1380,0,1965,98133,1440,7473
219950,3,1,1210,8000,1,3,6,1210,0,1954,98198,1430,8000
535000,3,1,1580,6300,1,3,7,1180,400,1925,98199,1560,1601
175000,3,1,1280,7572,1,4,6,1280,0,1958,98058,1170,7667
248000,3,1,1260,6000,1,4,6,1260,0,1954,98198,1520,6600
241000,3,1,1150,10000,1,3,6,1000,150,1951,98178,1340,10000
248000,3,1,1180,6947,1,4,7,1180,0,1968,98031,1760,8657
397500,3,1,1030,10480,1,4,7,1030,0,1954,98006,1480,12200
239950,3,1,1900,33888,1.5,4,5,1900,0,1942,98001,1430,19200
215000,3,1,860,6635,1,3,6,860,0,1952,98133,1170,8000
356000,3,1,940,2366,1,3,6,940,0,1916,98107,1500,5000
178000,3,1,840,6500,1,5,6,840,0,1969,98042,870,5200
144000,3,1,1250,8314,1,3,6,1250,0,1958,98058,1188,7700
470000,3,1,1460,8227,1,3,6,880,580,1948,98125,1530,8128
354500,3,1,1150,11396,1.5,4,7,1150,0,1950,98155,1600,8146
152000,3,1,920,4875,1,4,7,920,0,1978,98042,1160,4875
322000,3,1,960,10181,1,3,7,960,0,1961,98034,1740,10194
595000,3,1,1560,3960,1.5,4,7,1560,0,1907,98144,1280,3960
165000,3,1,1380,7334,1,3,7,980,400,1981,98055,1910,7859
455000,3,1,1480,13280,2.5,3,6,1480,0,1940,98027,1510,8723
775000,3,1,1175,10454,1,4,6,1175,0,1949,98004,2010,10800
280000,3,1,1370,11050,1,3,7,1370,0,1981,98045,1520,10000
234000,3,1,1010,8906,1,5,7,1010,0,1968,98042,1150,10414
230000,3,1,1120,7500,1,3,7,1120,0,1965,98146,1120,5000
225000,3,1,960,5512,1,4,6,960,0,1963,98056,1090,5837
371500,3,1,1650,6400,1,4,7,980,670,1954,98106,1230,6400
350000,3,1,1540,9800,1,4,7,1540,0,1950,98155,1560,9450
168000,3,1,1200,7210,1,4,6,1200,0,1977,98030,1200,7650
215000,3,1,960,9563,1,5,7,960,0,1967,98023,1280,9600
230000,3,1,1250,8800,1,3,7,1250,0,1955,98146,1480,8200
253905,3,1,940,8400,1,5,7,940,0,1958,98056,950,8400
246000,3,1,1400,7410,1,3,6,1400,0,1944,98166,1070,7410
